System Uptime[ms] 53114,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 13.96,Airdata AoA[deg] -1.93,Airdata AoS[deg] -11.73,Airdata VCAS[m/s] 2.08,Airdata VTAS[m/s] 2.09,BMP280_0 P[Pa] 100202.67, BMP280_0 Tpackage[C] 22.26, HTU21DF_0 RH[%] 79.01, HTU21DF_0 Tpackage[C] 20.89, D6F-PH0025AD1_0 q[Pa] 2.45, D6F-PH0025AD1_0 Tpackage[C] 18.80, D6F-PH0025AD1_1 q[Pa] 1.37, D6F-PH0025AD1_1 Tpackage[C] 19.20, D6F-PH0025AD1_2 q[Pa] 3.08, D6F-PH0025AD1_2 Tpackage[C] 18.90, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 0, GPS_0 latitude[deg] 51.1873550415, GPS_0 longitude[deg] -1.0382966995, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 48, GPS_0 seconds[-] 47, ;
System Uptime[ms] 124310,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.13,Airdata AoA[deg] 87.99,Airdata AoS[deg] -134.26,Airdata VCAS[m/s] nan,Airdata VTAS[m/s] nan,BMP280_0 P[Pa] 100220.69, BMP280_0 Tpackage[C] 23.43, HTU21DF_0 RH[%] 63.26, HTU21DF_0 Tpackage[C] 22.64, D6F-PH0025AD1_0 q[Pa] 11.53, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 0.00, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 11.74, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866302490, GPS_0 longitude[deg] -1.0367029905, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 59, ;
System Uptime[ms] 124767,System VBATTcell0[V] 3.98,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.13,Airdata AoA[deg] 84.43,Airdata AoS[deg] -201.80,Airdata VCAS[m/s] nan,Airdata VTAS[m/s] nan,BMP280_0 P[Pa] 100229.68, BMP280_0 Tpackage[C] 23.43, HTU21DF_0 RH[%] 62.86, HTU21DF_0 Tpackage[C] 22.62, D6F-PH0025AD1_0 q[Pa] 18.33, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 0.00, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 13.42, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866302490, GPS_0 longitude[deg] -1.0367029905, GPS_0 year[-] -1, GPS_0 month[-] -1, GPS_0 day[-] -1, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 59, ;
System Uptime[ms] 125249,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.12,Airdata AoA[deg] -44.53,Airdata AoS[deg] -24.24,Airdata VCAS[m/s] 4.39,Airdata VTAS[m/s] 4.43,BMP280_0 P[Pa] 100218.39, BMP280_0 Tpackage[C] 23.42, HTU21DF_0 RH[%] 62.42, HTU21DF_0 Tpackage[C] 22.64, D6F-PH0025AD1_0 q[Pa] 7.83, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 5.03, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 4.58, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866226196, GPS_0 longitude[deg] -1.0366716385, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 0, ;
System Uptime[ms] 125706,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.13,Airdata AoA[deg] -78.03,Airdata AoS[deg] -63.73,Airdata VCAS[m/s] 13.07,Airdata VTAS[m/s] 13.17,BMP280_0 P[Pa] 100217.22, BMP280_0 Tpackage[C] 23.43, HTU21DF_0 RH[%] 62.28, HTU21DF_0 Tpackage[C] 22.64, D6F-PH0025AD1_0 q[Pa] 5.53, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 1.52, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 2.15, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866226196, GPS_0 longitude[deg] -1.0366716385, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 0, ;
System Uptime[ms] 126163,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.14,Airdata AoA[deg] -27.71,Airdata AoS[deg] 21.87,Airdata VCAS[m/s] 2.70,Airdata VTAS[m/s] 2.72,BMP280_0 P[Pa] 100215.92, BMP280_0 Tpackage[C] 23.44, HTU21DF_0 RH[%] 62.66, HTU21DF_0 Tpackage[C] 22.67, D6F-PH0025AD1_0 q[Pa] 4.10, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 5.18, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 2.62, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866226196, GPS_0 longitude[deg] -1.0366716385, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 0, ;
System Uptime[ms] 126620,System VBATTcell0[V] 3.98,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.14,Airdata AoA[deg] 4.06,Airdata AoS[deg] -13.10,Airdata VCAS[m/s] 2.46,Airdata VTAS[m/s] 2.48,BMP280_0 P[Pa] 100217.80, BMP280_0 Tpackage[C] 23.44, HTU21DF_0 RH[%] 62.44, HTU21DF_0 Tpackage[C] 22.66, D6F-PH0025AD1_0 q[Pa] 3.17, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 2.41, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 4.47, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866188049, GPS_0 longitude[deg] -1.0366501808, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 1, ;
System Uptime[ms] 127077,System VBATTcell0[V] 3.98,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.15,Airdata AoA[deg] -63.24,Airdata AoS[deg] -47.49,Airdata VCAS[m/s] 3.82,Airdata VTAS[m/s] 3.85,BMP280_0 P[Pa] 100214.10, BMP280_0 Tpackage[C] 23.45, HTU21DF_0 RH[%] 62.55, HTU21DF_0 Tpackage[C] 22.66, D6F-PH0025AD1_0 q[Pa] 1.17, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 0.37, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 1.90, D6F-PH0025AD1_2 Tpackage[C] 19.60, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866188049, GPS_0 longitude[deg] -1.0366501808, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 1, ;
System Uptime[ms] 127580,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.17,Airdata AoA[deg] -35.24,Airdata AoS[deg] -17.35,Airdata VCAS[m/s] 2.30,Airdata VTAS[m/s] 2.32,BMP280_0 P[Pa] 100213.52, BMP280_0 Tpackage[C] 23.47, HTU21DF_0 RH[%] 63.11, HTU21DF_0 Tpackage[C] 22.69, D6F-PH0025AD1_0 q[Pa] 3.83, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 1.58, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 1.34, D6F-PH0025AD1_2 Tpackage[C] 19.60, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866188049, GPS_0 longitude[deg] -1.0366501808, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 2, ;
System Uptime[ms] 128037,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.18,Airdata AoA[deg] -18.24,Airdata AoS[deg] 23.06,Airdata VCAS[m/s] 1.48,Airdata VTAS[m/s] 1.49,BMP280_0 P[Pa] 100212.98, BMP280_0 Tpackage[C] 23.48, HTU21DF_0 RH[%] 63.43, HTU21DF_0 Tpackage[C] 22.68, D6F-PH0025AD1_0 q[Pa] 0.00, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 1.84, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 1.02, D6F-PH0025AD1_2 Tpackage[C] 19.60, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866188049, GPS_0 longitude[deg] -1.0366501808, GPS_0 year[-] -1, GPS_0 month[-] -1, GPS_0 day[-] -1, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 2, ;
System Uptime[ms] 128494,System VBATTcell0[V] 3.98,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.19,Airdata AoA[deg] -12.48,Airdata AoS[deg] -12.37,Airdata VCAS[m/s] 1.50,Airdata VTAS[m/s] 1.52,BMP280_0 P[Pa] 100215.36, BMP280_0 Tpackage[C] 23.49, HTU21DF_0 RH[%] 63.59, HTU21DF_0 Tpackage[C] 22.70, D6F-PH0025AD1_0 q[Pa] 1.48, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 0.69, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 1.17, D6F-PH0025AD1_2 Tpackage[C] 19.60, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866149902, GPS_0 longitude[deg] -1.0366255045, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 3, ;
System Uptime[ms] 128951,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.20,Airdata AoA[deg] -21.09,Airdata AoS[deg] -17.52,Airdata VCAS[m/s] 1.39,Airdata VTAS[m/s] 1.40,BMP280_0 P[Pa] 100216.95, BMP280_0 Tpackage[C] 23.50, HTU21DF_0 RH[%] 63.56, HTU21DF_0 Tpackage[C] 22.70, D6F-PH0025AD1_0 q[Pa] 0.67, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 0.28, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 0.87, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866149902, GPS_0 longitude[deg] -1.0366255045, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 3, ;
System Uptime[ms] 129408,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.20,Airdata AoA[deg] -5.09,Airdata AoS[deg] 4.26,Airdata VCAS[m/s] 1.22,Airdata VTAS[m/s] 1.24,BMP280_0 P[Pa] 100217.45, BMP280_0 Tpackage[C] 23.50, HTU21DF_0 RH[%] 63.71, HTU21DF_0 Tpackage[C] 22.71, D6F-PH0025AD1_0 q[Pa] 1.02, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 1.12, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 0.61, D6F-PH0025AD1_2 Tpackage[C] 19.60, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866149902, GPS_0 longitude[deg] -1.0366214514, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 4, ;
System Uptime[ms] 129890,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.21,Airdata AoA[deg] 11.37,Airdata AoS[deg] 5.33,Airdata VCAS[m/s] 1.21,Airdata VTAS[m/s] 1.22,BMP280_0 P[Pa] 100217.00, BMP280_0 Tpackage[C] 23.51, HTU21DF_0 RH[%] 63.66, HTU21DF_0 Tpackage[C] 22.75, D6F-PH0025AD1_0 q[Pa] 0.51, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 1.17, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 1.34, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866149902, GPS_0 longitude[deg] -1.0366214514, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 4, ;
System Uptime[ms] 130347,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.22,Airdata AoA[deg] 7.68,Airdata AoS[deg] 0.89,Airdata VCAS[m/s] 1.29,Airdata VTAS[m/s] 1.30,BMP280_0 P[Pa] 100216.00, BMP280_0 Tpackage[C] 23.52, HTU21DF_0 RH[%] 63.69, HTU21DF_0 Tpackage[C] 22.76, D6F-PH0025AD1_0 q[Pa] 1.02, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 1.06, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 1.44, D6F-PH0025AD1_2 Tpackage[C] 19.60, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866149902, GPS_0 longitude[deg] -1.0366208553, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 5, ;
System Uptime[ms] 130804,System VBATTcell0[V] 3.98,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.23,Airdata AoA[deg] 0.45,Airdata AoS[deg] -1.52,Airdata VCAS[m/s] 1.31,Airdata VTAS[m/s] 1.32,BMP280_0 P[Pa] 100216.67, BMP280_0 Tpackage[C] 23.53, HTU21DF_0 RH[%] 63.77, HTU21DF_0 Tpackage[C] 22.77, D6F-PH0025AD1_0 q[Pa] 1.02, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 0.91, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 1.13, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866149902, GPS_0 longitude[deg] -1.0366208553, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 5, ;
System Uptime[ms] 131261,System VBATTcell0[V] 3.98,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.24,Airdata AoA[deg] 1.49,Airdata AoS[deg] -3.10,Airdata VCAS[m/s] 1.29,Airdata VTAS[m/s] 1.30,BMP280_0 P[Pa] 100214.55, BMP280_0 Tpackage[C] 23.54, HTU21DF_0 RH[%] 63.77, HTU21DF_0 Tpackage[C] 22.77, D6F-PH0025AD1_0 q[Pa] 0.72, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 0.75, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 1.23, D6F-PH0025AD1_2 Tpackage[C] 19.60, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866149902, GPS_0 longitude[deg] -1.0366208553, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 6, ;
System Uptime[ms] 131718,System VBATTcell0[V] 3.98,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.25,Airdata AoA[deg] 2.28,Airdata AoS[deg] -0.83,Airdata VCAS[m/s] 1.27,Airdata VTAS[m/s] 1.28,BMP280_0 P[Pa] 100216.71, BMP280_0 Tpackage[C] 23.55, HTU21DF_0 RH[%] 63.70, HTU21DF_0 Tpackage[C] 22.78, D6F-PH0025AD1_0 q[Pa] 0.77, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 0.91, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 1.18, D6F-PH0025AD1_2 Tpackage[C] 19.60, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866149902, GPS_0 longitude[deg] -1.0366208553, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 6, ;
System Uptime[ms] 132200,System VBATTcell0[V] 3.98,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.26,Airdata AoA[deg] 1.81,Airdata AoS[deg] -3.28,Airdata VCAS[m/s] 1.27,Airdata VTAS[m/s] 1.27,BMP280_0 P[Pa] 100212.22, BMP280_0 Tpackage[C] 23.56, HTU21DF_0 RH[%] 63.82, HTU21DF_0 Tpackage[C] 22.80, D6F-PH0025AD1_0 q[Pa] 0.77, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 0.69, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 1.23, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866149902, GPS_0 longitude[deg] -1.0366209745, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 7, ;
System Uptime[ms] 132657,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.27,Airdata AoA[deg] -4.68,Airdata AoS[deg] -5.83,Airdata VCAS[m/s] 1.24,Airdata VTAS[m/s] 1.25,BMP280_0 P[Pa] 100207.22, BMP280_0 Tpackage[C] 23.57, HTU21DF_0 RH[%] 63.98, HTU21DF_0 Tpackage[C] 22.81, D6F-PH0025AD1_0 q[Pa] 0.67, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 0.48, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 0.87, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866149902, GPS_0 longitude[deg] -1.0366209745, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 7, ;
System Uptime[ms] 133114,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.29,Airdata AoA[deg] -9.14,Airdata AoS[deg] -7.16,Airdata VCAS[m/s] 1.18,Airdata VTAS[m/s] 1.19,BMP280_0 P[Pa] 100201.77, BMP280_0 Tpackage[C] 23.59, HTU21DF_0 RH[%] 65.43, HTU21DF_0 Tpackage[C] 22.85, D6F-PH0025AD1_0 q[Pa] 0.56, D6F-PH0025AD1_0 Tpackage[C] 19.80, D6F-PH0025AD1_1 q[Pa] 0.37, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 0.61, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866149902, GPS_0 longitude[deg] -1.0366209745, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 7, ;
System Uptime[ms] 133571,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.20,Airdata T[C] 15.34,Airdata AoA[deg] -27.98,Airdata AoS[deg] -14.53,Airdata VCAS[m/s] 1.14,Airdata VTAS[m/s] 1.15,BMP280_0 P[Pa] 100200.84, BMP280_0 Tpackage[C] 23.64, HTU21DF_0 RH[%] 71.59, HTU21DF_0 Tpackage[C] 22.92, D6F-PH0025AD1_0 q[Pa] 0.25, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 0.12, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 0.15, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866149902, GPS_0 longitude[deg] -1.0366212130, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 8, ;
System Uptime[ms] 134028,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.20,Airdata T[C] 15.35,Airdata AoA[deg] 13.85,Airdata AoS[deg] 2.22,Airdata VCAS[m/s] 1.05,Airdata VTAS[m/s] 1.05,BMP280_0 P[Pa] 100204.08, BMP280_0 Tpackage[C] 23.65, HTU21DF_0 RH[%] 71.02, HTU21DF_0 Tpackage[C] 22.93, D6F-PH0025AD1_0 q[Pa] 0.91, D6F-PH0025AD1_0 Tpackage[C] 19.80, D6F-PH0025AD1_1 q[Pa] 0.75, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 1.13, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1866149902, GPS_0 longitude[deg] -1.0366212130, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 50, GPS_0 seconds[-] 8, ;
